省庁名,部局名,会計名,分類種類名,口座名,所在地,口座別合計価格　（円）,土地合計数量　（u）,土地合計価格　（円）,建物合計数量（建）　（u）,建物合計数量（延）　（u）,建物合計価格　（円）,立木竹価格　（円）,工作物価格　（円）,船舶数量,船舶価格　（円）,航空機数量,航空機価格　（円）,地上権等数量,地上権等価格　（円）,特許権等数量,特許権等価格　（円）,政府出資等価格　（円）,不動産の信託の受益権価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),関宮地区,兵庫県養父市内,7417,695,7417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),田井地区,兵庫県美方郡新温泉町内,95729,6578.00,95729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),和田地区,兵庫県美方郡新温泉町内,53874,3702.00,53874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),伊加利地区,兵庫県南あわじ市内,489399,452,489399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),高鹿喜地区,兵庫県小野市内,859271,16103.00,859271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),長板地区,兵庫県美方郡香美町内,87369,10006.00,87369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),美濃畑地区,兵庫県三田市内,1,485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),東這田地区,兵庫県三木市内,30703,2877.00,30703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),鮎原地区,兵庫県洲本市内,81329,4412.00,81329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),青野ヶ原演習場地区,兵庫県加東市内,779574,360,779574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),神戸市農業委員会,兵庫県神戸市中央区内,18005277,265,18005277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),尼崎市農業委員会,兵庫県尼崎市内,313643279,2941.00,313643279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),西宮市農業委員会,兵庫県西宮市内,15129460,501,15129460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),伊丹市農業委員会,兵庫県伊丹市内,98176124,1131.00,98176124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),宝塚市農業委員会,兵庫県宝塚市内,56751521,693,56751521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),川西市農業委員会,兵庫県川西市内,4225099,760,4225099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),三田市農業委員会,兵庫県三田市内,39554,317,39554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),明石市農業委員会,兵庫県明石市内,58032647,1644.00,58032647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),加古川市農業委員会,兵庫県加古川市内,5054755,448,5054755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),高砂市農業委員会,兵庫県高砂市内,426356,16,426356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),稲美町農業委員会,兵庫県加古郡稲美町内,6413743,269,6413743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),姫路市農業委員会,兵庫県姫路市内,193628245,6791.00,193628245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),宍粟市農業委員会,兵庫県宍粟市内,1026585,51,1026585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),相生市農業委員会,兵庫県相生市内,7694,917,7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),赤穂市農業委員会,兵庫県赤穂市内,504345,12416.00,504345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),上郡町農業委員会,兵庫県赤穂郡上郡町内,6654662,519,6654662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),新温泉町農業委員会,兵庫県美方郡新温泉町内,444688,25851.00,444688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),洲本市農業委員会,兵庫県洲本市内,48709,1090.00,48709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),南あわじ市農業委員会,兵庫県南あわじ市内,89914,911,89914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,兵庫県,一般会計,普通財産(各省各庁所管),豊岡市農業委員会,兵庫県豊岡市内,4409273,18558.00,4409273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),鈴原地区,奈良県天理市内,1,2102.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),五条山地区,奈良県奈良市内,1,12778.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),大和地区,奈良県天理市内,4,107898.93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引 外,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),上牧地区,奈良県北葛城郡上牧町内,5544500,325,5544500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),生琉里地区,奈良県奈良市内,1,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),奈良阪地区,奈良県奈良市内,1,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),白毫寺地区,奈良県奈良市内,1,409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),藤原地区,奈良県奈良市内,1,1078.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),帯解地区,奈良県奈良市内,1,2692.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),吐田平地区,奈良県御所市内,1,2092.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),片桐地区,奈良県大和郡山市内,1,3566.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),白銀地区,奈良県五條市西吉野町十日市,63165,3357.00,63165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),奈良市農業委員会,奈良県奈良市内,5281997,4151.00,5281997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),大和高田市農業委員会,奈良県大和高田市内,2,380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),大和郡山市農業委員会,奈良県大和郡山市内,310568682,8205.00,310568682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),天理市農業委員会,奈良県天理市内,5956756,870,5956756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),桜井市農業委員会,奈良県桜井市内,207722,190,207722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),五條市農業委員会,奈良県五條市内,847,19,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),御所市農業委員会,奈良県御所市内,1533799,1813.00,1533799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),三郷町農業委員会,奈良県生駒郡三郷町内,2922878,524,2922878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),斑鳩町農業委員会,奈良県生駒郡斑鳩町内,4278288,209,4278288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),川西町農業委員会,奈良県磯城郡川西町内,170484504,5798.00,170484504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),田原本町農業委員会,奈良県磯城郡田原本町内,20193,217,20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),葛城市農業委員会,奈良県葛城市内,2965039,464,2965039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),香芝市農業委員会,奈良県香芝市内,1151268,382,1151268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),上牧町農業委員会,奈良県北葛城郡上牧町内,45945871,1030.00,45945871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),広陵町農業委員会,奈良県北葛城郡広陵町内,655868,46,655868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),河合町農業委員会,奈良県北葛城郡河合町内,2147777,181,2147777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),生駒市農業委員会,奈良県生駒市内,1561875,105,1561875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,奈良県,一般会計,普通財産(各省各庁所管),宇陀市農業委員会,奈良県宇陀市内,8220643,4755.00,8220643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),紀伊地区,和歌山県和歌山市内,154429,11604.00,154429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),西脇野地区,和歌山県和歌山市内,14772,1110.00,14772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),岡崎地区,和歌山県和歌山市内,119203,8957.00,119203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),松江地区,和歌山県和歌山市内,222051068,23986.58,222051068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),佐瀬川地区,和歌山県和歌山市内,1558160,117081.00,1558160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),西ノ庄保塁地区,和歌山県和歌山市内,1166332,21416.00,1166332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),旧藻江砲台予定地区,和歌山県和歌山市内,51729,3887.00,51729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),南野上地区,和歌山県海南市内,118347,11318.00,118347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),安楽川地区,和歌山県紀の川市内,1,786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),山田地区,和歌山県橋本市内,1,786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),学文路地区,和歌山県橋本市内,1059172,74281.00,1059172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),笠田地区,和歌山県伊都郡かつらぎ町内,466283,37732.00,466283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),妙寺地区,和歌山県伊都郡かつらぎ町内,48034,3887.00,48034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),応其地区,和歌山県橋本市内,122798,8612.00,122798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),河根地区,和歌山県伊都郡九度山町内,47286,3109.00,47286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),津木地区,和歌山県有田郡広川町内,8563,693,8563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),五西月地区,和歌山県有田郡有田川町内,12110,1274.00,12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),塩屋地区,和歌山県御坊市内,163761,14356.00,163761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),三尾地区,和歌山県日高郡美浜町内,17955,1453.00,17955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),志賀地区,和歌山県日高郡日高町内,7347,773,7347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),志賀地区,和歌山県日高郡日高町内,5379,566,5379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),由良地区,和歌山県日高郡由良町内,76123,5005.00,76123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),衣奈地区,和歌山県日高郡由良町内,27148,1785.00,27148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),早蘇地区,和歌山県日高郡日高川町内,10769,1133.00,10769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),南部地区,和歌山県日高郡みなべ町内,1,452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),切目地区,和歌山県日高郡印南町内,124767,5966.00,124767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),田辺芳養地区,和歌山県田辺市内,2224437,1692.00,2224437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),白浜地区,和歌山県西牟婁郡白浜町内,16587314,12617.00,16587314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),白浜瓜切,和歌山県西牟婁郡白浜町内,260306,198,260306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),栗栖川地区,和歌山県田辺市内,299233,26232.00,299233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),二川地区,和歌山県田辺市内,1,51335.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),近野地区,和歌山県田辺市内,1,740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),三川地区,和歌山県田辺市内,24034,2107.00,24034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),新宮地区,和歌山県新宮市内,123972,11856.00,123972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),新宮地区,和歌山県新宮市内,33126,3168.00,33126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),色川地区,和歌山県東牟婁郡那智勝浦町内,85086,12787.00,85086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),太田地区,和歌山県東牟婁郡那智勝浦町内,66787,10037.00,66787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),請川地区,和歌山県田辺市内,284255,24919.00,284255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),上三毛地区,和歌山県和歌山市内,9879700,974,9879700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),和歌山市農業委員会,和歌山県和歌山市内,245258853,39181.00,245258853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),海南市農業委員会,和歌山県海南市内,2619,54,2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),紀の川市農業委員会,和歌山県紀の川市内,1,293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),有田市農業委員会,和歌山県有田市内,2,1087.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),由良町農業委員会,和歌山県日高郡由良町内,662181,125,662181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),日高川町農業委員会,和歌山県日高郡日高川町内,1,390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),田辺市農業委員会,和歌山県田辺市内,3496320,178,3496320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),白浜町農業委員会,和歌山県西牟婁郡白浜町内,99726052,18465.00,99726052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),上富田町農業委員会,和歌山県西牟婁郡上富田町内,3,790,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),すさみ町農業委員会,和歌山県西牟婁郡すさみ町内,1,390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),串本町農業委員会,和歌山県東牟婁郡串本町内,230270,1103.00,230270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,和歌山県,一般会計,普通財産(各省各庁所管),古座川町農業委員会,和歌山県東牟婁郡古座川町内,1013,396,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,中国四国農政局,一般会計,普通財産(各省各庁所管),坂出市農業委員会,香川県坂出市内,1098496,961,1098496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,200
農林水産省,中国四国農政局,一般会計,普通財産(各省各庁所管),倉敷市農業委員会,岡山県倉敷市内,3052473,960,3052473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,中国四国農政局,一般会計,普通財産(各省各庁所管),四国中央市農業委員会,愛媛県四国中央市内,1603199,807,1603199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,鳥取県,一般会計,普通財産(各省各庁所管),鳥取市農業委員会,鳥取県鳥取市内,2159517,18502.00,2159516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,非線引 外,都市計画用途地域指定なし,70,400
農林水産省,鳥取県,一般会計,普通財産(各省各庁所管),米子市農業委員会,鳥取県米子市内,112173426,13996.00,112173426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引 外,都市計画用途地域指定なし 外,70,400
農林水産省,鳥取県,一般会計,普通財産(各省各庁所管),倉吉市農業委員会,鳥取県倉吉市内,220808787,18813.00,220808787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種住居地域,60,200
農林水産省,鳥取県,一般会計,普通財産(各省各庁所管),境港市農業委員会,鳥取県境港市内,25248199,7359.00,25248199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,準工業地域,60,200
農林水産省,鳥取県,一般会計,普通財産(各省各庁所管),岩美町農業委員会,鳥取県岩美郡岩美町内,161404,4662.00,161404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,鳥取県,一般会計,普通財産(各省各庁所管),若桜町農業委員会,鳥取県八頭郡若桜町内,9118,359,9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
農林水産省,鳥取県,一般会計,普通財産(各省各庁所管),智頭町農業委員会,鳥取県八頭郡智頭町内,65935,2003.00,65935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
農林水産省,鳥取県,一般会計,普通財産(各省各庁所管),三朝町農業委員会,鳥取県東伯郡三朝町内,26790,712,26790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
